method,seed,scenario_key,campaign_size,coordination_strength,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,weak_malicious_recovered,weak_benign_promoted,vehicle_precision,vehicle_recall,vehicle_f1,attacked_vehicles_recovered,benign_vehicles_incorrectly_included,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_alert_rate,n_detected_campaign_clusters,n_ground_truth_campaigns,incorrect_campaign_merging,coordinated_events,runtime_graph_construction_sec,runtime_gnn_inference_sec,runtime_clustering_sec,runtime_total_sec,runtime_local_ids_sec
descriptor_clustering,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,56,0.059019584005,,0.0028636249771807,0.6832486249913927,
standard_gnn,97,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7767430555555556,0.7687796751108529,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,87,0.0568293750111479,0.0646797500085085,0.0044155420036986,0.7381987499829847,
fcgnn,41,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8898472222222222,0.9512033050460976,0,188,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,338,0.0924750829872209,0.0980789169843774,0.0055585000081919,1.4717911659972742,
fcgnn,41,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7864861111111113,0.7806971617113507,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,18,0.0580992919858545,0.0735889159841463,0.0039100000285543,0.7118180000106804,
descriptor_clustering,101,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8869166666666667,0.948721753166402,0,180,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,349,0.0911994579946622,,0.0035279160074424,1.421027290984057,
fcgnn,37,S3_strong_campaign,10,1.0,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.952699530516432,0.9968627692751572,0,51,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,374,0.1163176249829121,0.1305788749887142,0.0063497500086668,2.693834917008644,
local_ids,23,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.953375,0.9775904211732256,0,166,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2195204159943387,0.0
fcgnn,53,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7817083333333332,0.7706781466964057,0,172,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,3,1,0,89,0.0530058750009629,0.0628641250077635,0.003874917019857,0.6889341670030262,
fcgnn,41,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7864861111111113,0.7806971617113507,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,3,1,0,66,0.0501184999884571,0.061645125009818,0.0043947920203208,0.7325061250012368,
standard_gnn,97,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8878777777777779,0.9505608622042628,0,184,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,100,0.0850193749938625,0.0799739999929443,0.00478024999029,1.4916509579925332,
standard_gnn,97,S3_strong_campaign,10,0.75,3,0,0,0,0.9486166007905138,1.0,0.973630831643002,1.0,0.0,0.9615897435897436,0.9977003086254695,0,45,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,90,0.1200829589797649,0.1027936660102568,0.0059264169831294,2.714731165993726,
descriptor_clustering,11,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,400,0.0911263749876525,,0.0053218340035527,1.4814205000002405,
descriptor_clustering,71,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7715902777777778,0.7595810342902711,0,193,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,36,0.0551855410158168,,0.0028554160089697,0.649357707996387,
local_ids,53,S3_strong_campaign,10,1.0,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.9674647887323944,0.9979830751429476,0,40,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,2.4414190000097733,0.0
fcgnn,83,S3_strong_campaign,10,1.0,3,0,0,0,0.9478672985781992,1.0,0.97323600973236,1.0,0.0,0.9625757575757576,0.9977910227501862,0,40,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0,488,0.1211885410011746,0.1278937919996678,0.0064547500223852,2.7285612499981653,
descriptor_clustering,53,S3_strong_campaign,10,0.75,3,0,0,0,0.9441384736428008,1.0,0.971266693646297,1.0,0.0,0.9624178403755868,0.9976379384274864,0,40,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,235,0.1127203750074841,,0.0055737909860908,2.6375226250092965,
descriptor_clustering,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.05291075000423,,0.0026196250109933,0.6798679580097087,
fcgnn,101,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7817500000000001,0.774935130344403,0,175,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,29,0.0517440410039853,0.0584260000032372,0.0039862080011516,0.7207377500017174,
local_ids,11,S3_strong_campaign,2,1.0,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.9035,0.8320112820157075,0,161,0.3333333333333333,1.0,0.5,1,2,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.2723704999953042,0.0
standard_gnn,11,S3_strong_campaign,10,0.75,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,6,1,0,115,0.1647880420205183,0.132886832987424,0.0091789580183103,3.3875479160051327,
standard_gnn,11,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,6,1,0,113,0.0836105830094311,0.088609540980542,0.0052062920003663,1.4294783750083295,
local_ids,101,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9572222222222222,0.9794311773452374,0,180,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2503148749819957,0.0
standard_gnn,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,4,1,0,50,0.0518187909910921,0.0550427500274963,0.0039320000214502,0.6886425830016378,
local_ids,67,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9572416666666668,0.9791286177635508,0,188,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2645655419910329,0.0
local_ids,101,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9572222222222222,0.9794311773452374,0,180,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2175894579850135,0.0
fcgnn,37,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7781736111111112,0.7650360762556104,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,82,0.0554870420019142,0.072188082995126,0.0042352919990662,0.7136184579867404,
descriptor_clustering,11,S3_strong_campaign,2,1.0,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.5089722222222222,0.3678490008808908,0,161,0.3333333333333333,1.0,0.5,1,2,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0429623330128379,,0.0019067499961238,0.3264542499964591,
local_ids,11,S3_strong_campaign,5,0.75,2,1,0,0,0.5454545454545454,1.0,0.7058823529411765,1.0,0.0,0.9446944444444444,0.9573122474936316,0,176,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.64789633298642,0.0
local_ids,71,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9386666666666666,0.9694792336931204,0,166,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.3237822919909377,0.0
fcgnn,11,S3_strong_campaign,2,1.0,1,2,0,0,0.2857142857142857,1.0,0.4444444444444444,1.0,0.0,0.5089722222222222,0.3678490008808908,0,161,0.3333333333333333,1.0,0.5,1,2,1.0,1.0,1.0,1.0,1.0,1,1,0,34,0.0448712079960387,0.0124795000010635,0.009338291012682,0.35247429201263,
standard_gnn,11,S3_strong_campaign,5,0.75,2,1,0,0,0.5454545454545454,1.0,0.7058823529411765,1.0,0.0,0.668574074074074,0.7096990036117488,0,176,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,4,1,0,66,0.0653820000006817,0.0558757499966304,0.0038201250135898,0.7561975840071682,
fcgnn,11,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0546251669875346,0.0162710830045398,0.0039967500197235,0.6618988749978598,
descriptor_clustering,67,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7765902777777778,0.764068914757473,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,70,0.054354541003704,,0.0026596250245347,0.642809999990277,
fcgnn,37,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7781736111111112,0.7650360762556104,0,178,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,24,0.1781219999829772,0.0577144169947132,0.0037821670121047,0.8108412919973489,
standard_gnn,11,S3_strong_campaign,10,0.75,2,1,0,0,0.7058823529411765,1.0,0.8275862068965517,1.0,0.0,0.665326388888889,0.8141181072421046,0,180,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,4,1,0,89,0.1264906249998603,0.0799493750091642,0.0059324159810785,1.4454520829895046,
descriptor_clustering,11,S3_strong_campaign,5,0.75,2,1,0,0,0.5454545454545454,1.0,0.7058823529411765,1.0,0.0,0.668574074074074,0.7096990036117488,0,176,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,4,1,0,218,0.0650307500036433,,0.0029313749982975,0.7628337080241181,
standard_gnn,83,S3_strong_campaign,10,0.75,3,0,0,0,0.9478672985781992,1.0,0.97323600973236,1.0,0.0,0.9625757575757576,0.9977910227501862,0,40,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,7,1,0,121,0.1139467500033788,0.0972706669999752,0.006163041020045,2.7065492080000695,
fcgnn,23,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7754305555555556,0.7510556067716118,0,174,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,55,0.0575136250117793,0.016161458013812,0.0035682079906109,0.6488790000148583,
fcgnn,11,S3_strong_campaign,10,1.0,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,590,0.1351545840152539,0.1659946659929119,0.0073556249844841,2.9497010419727303,
standard_gnn,67,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7765902777777778,0.764068914757473,0,177,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,29,0.0563019999826792,0.065235207992373,0.0047547089925501,0.740203624998685,
local_ids,83,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9538333333333332,0.9510564750740436,0,186,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5589855419821106,0.0
local_ids,23,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9457916666666666,0.9419859717911384,0,174,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5548801250115503,0.0
local_ids,41,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9386666666666664,0.9362895276540932,0,178,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5685501669941004,0.0
standard_gnn,97,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8878777777777779,0.9505608622042628,0,184,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,70,0.0904229590087197,0.0794158750213682,0.0050762920000124,1.4748207080119755,
standard_gnn,101,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7817500000000001,0.774935130344403,0,175,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0556961249967571,0.0567539579933509,0.0040485830104444,0.7264431249932386,
local_ids,37,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9515,0.9449114032505184,0,178,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5599504169949796,0.0
fcgnn,11,S3_strong_campaign,10,1.0,3,0,0,0,0.9508716323296356,1.0,0.974817221770918,1.0,0.0,0.9725403225806452,0.9984581208595236,0,44,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,590,0.1155675000045448,0.1317885419994127,0.0062705830205231,2.8175565830024425,
local_ids,97,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.9389722222222224,0.9311981924314374,0,177,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,0.5542690829897765,0.0
fcgnn,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,56,0.051687208993826,0.0635762499878183,0.0044492919987533,0.6914020419935696,
fcgnn,11,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,4,1,0,142,0.0859202499850653,0.0931295420159585,0.0050328750221524,1.4550537909963168,
descriptor_clustering,101,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8869166666666667,0.948721753166402,0,180,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,3,1,0,83,0.0875888750015292,,0.0036077920231036,1.4144584579917137,
standard_gnn,23,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7754305555555556,0.7510556067716118,0,174,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,113,0.0652866669988725,0.1145090829813852,0.0041432919970247,0.7936243749863934,
fcgnn,71,S3_strong_campaign,10,0.75,3,0,0,0,0.946372239747634,1.0,0.9724473257698542,1.0,0.0,0.95515931372549,0.997267607935126,0,41,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,10,1,0,298,0.1124177500023506,0.1056247499946039,0.0080932909913826,2.7118162080005277,
descriptor_clustering,97,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7767430555555556,0.7687796751108529,0,177,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.054243624996161,,0.0029233749955892,0.6372517500130925,
descriptor_clustering,23,S3_strong_campaign,10,0.75,3,0,0,0,0.9375,1.0,0.967741935483871,1.0,0.0,0.9479166666666666,0.9961354851779148,0,47,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,5,1,0,149,0.1117774999875109,,0.0058289579756092,2.5755007089755964,
fcgnn,11,S3_strong_campaign,10,0.75,2,1,0,0,0.7058823529411765,1.0,0.8275862068965517,1.0,0.0,0.665326388888889,0.8141181072421046,0,180,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,5,1,0,344,0.0876782909908797,0.0864174169837497,0.0057151670043822,1.399582292011473,
fcgnn,71,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8796416666666668,0.9466659755934178,0,166,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,173,0.0906655409780796,0.097658707993105,0.0051690420077648,1.4572037080070004,
standard_gnn,71,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7715902777777778,0.7595810342902711,0,193,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,2,1,0,94,0.0553514170169364,0.0572682910133153,0.0043031249952036,0.7278372920118272,
standard_gnn,97,S3_strong_campaign,10,1.0,3,0,0,0,0.9486166007905138,1.0,0.973630831643002,1.0,0.0,0.9615897435897436,0.9977003086254695,0,45,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,147,0.1159725000034086,0.1181175420060753,0.0072954159986693,2.773712665977655,
fcgnn,41,S3_strong_campaign,10,0.75,3,0,0,0,0.9538950715421304,1.0,0.9764035801464606,1.0,0.0,0.947492816091954,0.9972183208925272,0,32,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,10,1,0,420,0.1101460829959251,0.1080807079852093,0.007014375005383,2.718008166993968,
fcgnn,83,S3_strong_campaign,5,0.75,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8946305555555556,0.954415623077292,0,183,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,7,1,0,180,0.0844849580025766,0.0823098339897114,0.0057769170089159,1.4739912090008147,
standard_gnn,83,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8946305555555556,0.954415623077292,0,183,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,31,0.0925479579891543,0.0891689999843947,0.0054081249982118,1.4455607080017217,
standard_gnn,11,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7727638888888888,0.7609158144428256,0,190,0.6666666666666666,1.0,0.8,2,1,1.0,0.0,1.0,0.0,1.0,4,1,0,50,0.0544721670157741,0.0651173749938607,0.004557082982501,0.6900028749951161,
descriptor_clustering,11,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.8921194444444444,0.951554516541678,0,176,1.0,1.0,1.0,3,0,1.0,0.0,1.0,0.0,1.0,2,1,0,365,0.0872430829913355,,0.0037813329836353,1.3985366660053842,
local_ids,11,S3_strong_campaign,5,1.0,3,0,0,0,0.6666666666666666,1.0,0.8,1.0,0.0,0.9625805555555556,0.9821372821780368,0,176,1.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.2740490830037745,0.0
fcgnn,97,S3_strong_campaign,2,1.0,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7767430555555556,0.7687796751108529,0,177,0.6666666666666666,1.0,0.8,2,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0520998330030124,0.0645322909986134,0.0038819159963168,0.7298901249887422,
fcgnn,83,S3_strong_campaign,2,0.75,2,1,0,0,0.4444444444444444,1.0,0.6153846153846154,1.0,0.0,0.7886944444444445,0.7720315783965097,0,186,0.6666666666666666,1.0,0.8,2,1,1.0,1.0,1.0,1.0,1.0,1,1,0,11,0.0519259999855421,0.0602010840084403,0.0041699580033309,0.7218539580062497,
