run_id,seed,campaign_size,fleet_size,total_nodes,experiment_group,method,framework_config,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,n_true_campaign_clusters,n_predicted_campaign_clusters,false_campaign_cluster_count,missed_campaign_count,membership_precision,membership_recall,membership_f1,membership_purity,completeness,attacked_vehicles_correctly_included,attacked_vehicles_missed,benign_vehicles_included,predicted_campaign_size,true_campaign_size,fragmentation_rate,fragments_per_true_campaign,incorrect_merging_rate,unrelated_clusters_merged,dbscan_noise_percentage,largest_cluster_size,connected_component_count,unique_edges,pyg_stored_edges,average_degree,median_degree,graph_density,isolated_node_percentage,cross_vehicle_edges,cross_vehicle_edge_percentage,largest_connected_component,graph_build_time,gnn_inference_time,clustering_time,end_to_end_latency,peak_memory,total_descriptors,candidate_nodes,malicious_candidates,benign_candidates,weak_malicious_candidates,strong_malicious_candidates,benign_below_threshold,candidate_precision,candidate_recall,correctly_filtered_benign,benign_incorrectly_promoted,source_windows,malicious_source_windows,benign_source_windows,clearly_benign_filtered,scenario_id,attack_strength,expect_campaign,graph_nodes,candidate_transmission_rate,transmission_percentage,strong_candidates,weak_candidates,same_vehicle_edges,incorrect_merging,false_campaign_rate,local_detection_rate,malicious_cross_vehicle_edge_purity,test_condition,scenario_key
weak_campaign_cs2_seed53_20260614T202103,53,2,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,71.5,7,88,230.0,,2.3,,0.011557788944723618,30.0,49.0,21.304347826086957,20,0.1088039999594912,0.07055237493477762,0.027066334034316242,0.24034604197368026,1.188014030456543,200,200,10,190,14,6,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,6,14,181.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed53_20260614T202105,53,5,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,1.0,2.0,0.0,0,57.49999999999999,13,80,313.0,,3.13,,0.0157286432160804,27.5,86.0,27.476038338658146,50,0.11228054098319262,0.08705004199873656,0.03523608297109604,0.27145650004968047,1.2092161178588867,200,200,25,175,29,21,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,21,29,227.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed53_20260614T202107,53,10,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,1.0,1.0,1.0,1.0,1.0,10,0,0,10,10,1.0,2.0,0.0,0,60.0,18,60,464.0,,4.64,,0.023316582914572864,20.5,147.0,31.68103448275862,100,0.11286341596860439,0.07399050006642938,0.035747083951719105,0.2610528329387307,1.2498302459716797,200,200,50,150,59,41,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,41,59,317.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs2_seed67_20260614T202108,67,2,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,55.50000000000001,10,74,330.0,,3.3,,0.016582914572864323,25.5,37.0,11.212121212121213,46,0.11349491705186665,0.07344791595824063,0.03840616706293076,0.26077054196503013,1.2137174606323242,200,200,10,190,13,7,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,7,13,293.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed67_20260614T202110,67,5,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,1.0,0.8,0.888888888888889,1.0,1.0,4,1,0,4,5,1.0,2.0,0.0,0,59.0,12,65,430.0,,4.3,,0.021608040201005024,22.0,84.0,19.53488372093023,50,0.11310104199219495,0.08008016704116017,0.039353584055788815,0.2677308339625597,1.2383012771606445,200,200,25,175,31,19,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,19,31,346.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed67_20260614T202112,67,10,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,1.0,0.9,0.9473684210526316,1.0,1.0,9,1,0,9,10,1.0,2.0,0.0,0,68.0,12,62,466.0,,4.66,,0.023417085427135678,22.5,172.0,36.90987124463519,100,0.14724012499209493,0.1753123749513179,0.035489542060531676,0.3949865830363706,1.2471694946289062,200,200,50,150,61,39,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,39,61,294.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs2_seed71_20260614T202114,71,2,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,65.5,7,77,232.0,,2.32,,0.011658291457286432,25.5,35.0,15.086206896551724,17,0.11519037501420826,0.08900300005916506,0.03419383300933987,0.27485854108817875,1.1892995834350586,200,200,10,190,10,10,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,10,10,197.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed71_20260614T202115,71,5,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.6,0.7499999999999999,1.0,1.0,3,2,0,3,5,0.0,1.0,0.0,0,65.0,11,67,338.0,,3.38,,0.01698492462311558,23.0,82.0,24.2603550295858,50,0.10668187506962568,0.07164012501016259,0.02970008400734514,0.2421072090510279,1.2139577865600586,200,200,25,175,27,23,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,23,27,256.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed71_20260614T202117,71,10,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,1.0,0.9,0.9473684210526316,1.0,1.0,9,1,0,9,10,1.0,2.0,0.0,0,66.5,14,44,502.0,,5.02,,0.025226130653266333,15.5,162.0,32.27091633466136,100,0.11416429094970226,0.07540774997323751,0.0371499159373343,0.2606981659773737,1.2567710876464844,200,200,50,150,55,45,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,45,55,340.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs2_seed83_20260614T202119,83,2,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,0.4,1.0,0.5714285714285715,0.4,1.0,2,0,3,5,2,1.0,2.0,0.0,0,60.5,12,83,313.0,,3.13,,0.0157286432160804,30.5,42.0,13.418530351437699,37,0.11491104098968208,0.0724273748928681,0.033806333085522056,0.2562875000294298,1.209716796875,200,200,10,190,14,6,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,6,14,271.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed83_20260614T202121,83,5,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,5,0,0,5,0.0,0.0,0.0,0,66.5,7,79,389.0,,3.89,,0.019547738693467338,29.5,85.0,21.85089974293059,50,0.22908912505954504,0.0756365000270307,0.03491770790424198,0.374003249919042,1.2281675338745117,200,200,25,175,29,21,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,21,29,304.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed83_20260614T202122,83,10,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,10,0,0,10,0.0,0.0,0.0,0,83.5,4,55,523.0,,5.23,,0.02628140703517588,22.0,168.0,32.122370936902485,100,0.10853308299556375,0.0793736670166254,0.03313720808364451,0.25224037503357977,1.261052131652832,200,200,50,150,55,45,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,45,55,355.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs2_seed97_20260614T202124,97,2,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,68.0,9,93,206.0,,2.06,,0.010351758793969849,30.5,58.0,28.155339805825243,20,0.12122283293865621,0.07502291700802743,0.02755574998445809,0.2626914590364322,1.1815471649169922,200,200,10,190,12,8,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,8,12,148.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed97_20260614T202126,97,5,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,5,0,0,5,0.0,0.0,0.0,0,64.5,9,84,308.0,,3.08,,0.015477386934673367,29.5,100.0,32.467532467532465,50,0.10960508300922811,0.07266874995548278,0.033082749927416444,0.2504048330010846,1.2069149017333984,200,200,25,175,28,22,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,22,28,208.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed97_20260614T202128,97,10,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.8,0.888888888888889,1.0,1.0,8,2,0,8,10,0.0,1.0,0.0,0,75.5,16,61,466.0,,4.66,,0.023417085427135678,23.0,163.0,34.97854077253219,100,0.2273362500127405,0.0737841660156846,0.031525249942205846,0.36588950001168996,1.246856689453125,200,200,50,150,60,40,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,40,60,303.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs2_seed101_20260614T202129,101,2,20,200,Weak Coordinated Campaign,fcgnn,C3,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,0.0,0.0,0.0,0,68.5,6,74,231.0,,2.31,,0.011608040201005025,25.0,55.0,23.80952380952381,28,0.10770483396481723,0.07342854200396687,0.028152541955932975,0.24266583402641118,1.188211441040039,200,200,10,190,13,7,0,0.05,1.0,0,190,200,10,190,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,7,13,176.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs5_seed101_20260614T202131,101,5,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,0.5,1.0,0.6666666666666666,1,2,1,0,1.0,1.0,1.0,1.0,1.0,5,0,0,5,5,1.0,2.0,0.0,0,61.5,10,74,331.0,,3.31,,0.01663316582914573,26.5,92.0,27.794561933534744,50,0.2387020830065012,0.07390416692942381,0.03472837503068149,0.3829305829713121,1.2153854370117188,200,200,25,175,32,18,0,0.125,1.0,0,175,200,25,175,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,18,32,239.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
weak_campaign_cs10_seed101_20260614T202133,101,10,20,200,Weak Coordinated Campaign,fcgnn,C3,1.0,1.0,1.0,1.0,1,1,0,0,1.0,0.7,0.8235294117647058,1.0,1.0,7,3,0,7,10,0.0,1.0,0.0,0,72.5,11,59,472.0,,4.72,,0.02371859296482412,21.0,157.0,33.26271186440678,100,0.1222729169530794,0.0829079580726102,0.035765041946433485,0.27783216699026525,1.2498054504394531,200,200,50,150,60,40,0,0.25,1.0,0,150,200,50,150,0,Weak Coordinated Campaign,weak,1,200,1.0,100.0,40,60,315.0,0.0,,1.0,,Weak Coordinated Campaign,weak_campaign
