method,seed,scenario_key,campaign_size,coordination_strength,tp,fp,tn,fn,precision,recall,f1,fpr,fnr,roc_auc,pr_auc,weak_malicious_recovered,weak_benign_promoted,vehicle_precision,vehicle_recall,vehicle_f1,attacked_vehicles_recovered,benign_vehicles_incorrectly_included,campaign_detection_rate,campaign_precision,campaign_recall,campaign_f1,false_campaign_alert_rate,n_detected_campaign_clusters,n_ground_truth_campaigns,incorrect_campaign_merging,coordinated_events,runtime_graph_construction_sec,runtime_gnn_inference_sec,runtime_clustering_sec,runtime_total_sec,experiment,attack_strength,attacked_model_diversity,total_fleet_size,expected_total_nodes,descriptors_per_vehicle,graph_nodes,attacked_vehicle_count,platform_composition,within_model_attack_similarity,cross_model_attack_similarity,campaign_similarity,benign_cross_model_similarity,malicious_minus_benign_cross_sim,cross_model_edges,same_model_edges,cross_model_edge_percentage,graph_unique_undirected_edges,graph_pyg_stored_edges,graph_directed_status,graph_average_degree,graph_median_degree,graph_graph_density,graph_isolated_nodes,graph_isolated_node_percentage,graph_connected_components,graph_largest_component_size,graph_cross_vehicle_edges,graph_same_vehicle_edges,graph_cross_vehicle_edge_percentage,graph_similarity_threshold,graph_top_k_same_vehicle,graph_top_k_cross_vehicle,graph_graph_construction_time_sec,run_id,runtime_local_ids_sec
fcgnn,97,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8853714285714286,0.4926133899281171,0,103,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,32,0.0302040409878827,0.039477749960497,0.0026611249777488,1.1168256659875624,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.36397362373416,12.16833359559689,11.380717555787903,4.289940539336535,7.878393056260355,0,0,0.0,721.0,1442.0,undirected_nx_bidirectional_pyg,7.21,5.0,0.03623116,10.0,5.0,23.0,58.0,83.0,638.0,11.5118,0.95,10.0,5.0,0.029818,campaign_size_corrected_strong_n5_fcgnn_seed97_20260611T122823_47afe1a2,
descriptor_clustering,23,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2436571428571428,0.0827801187040071,25,86,0.25,1.0,0.4,5,15,1.0,0.0,1.0,0.0,1.0,2,1,0,38,0.0310642920085228,,0.0013601660029962,1.180060582992155,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",13.105678737444496,13.1168229937943,12.392908592248665,1.736617762131846,11.380205231662456,0,0,0.0,550.0,1100.0,undirected_nx_bidirectional_pyg,5.5,4.0,0.02763819,17.0,8.5,27.0,105.0,90.0,460.0,16.3636,0.95,10.0,5.0,0.030688,campaign_size_corrected_weak_n5_descriptor_clustering_seed23_20260611T123007_00c588a8,
local_ids,97,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2269714285714285,0.0807123414715392,25,85,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.076920208055526,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.165109991387045,12.055579541933549,11.53161519640866,2.5406151971914266,9.514964344742122,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n5_local_ids_seed97_20260611T123038_8d76a2b6,0.0
descriptor_clustering,41,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.821578947368421,0.160685344067697,0,115,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0303770420141518,,0.0015168339596129,1.0552416249993255,campaign_size_corrected,strong,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.658437656972271,10.688848146330953,9.815711322621578,2.0572420854072044,8.631606060923747,0,0,0.0,538.0,1076.0,undirected_nx_bidirectional_pyg,5.38,4.0,0.02703518,14.0,7.0,24.0,74.0,54.0,484.0,10.0372,0.95,10.0,5.0,0.029897,campaign_size_corrected_strong_n2_descriptor_clustering_seed41_20260611T122714_6f66d1df,
descriptor_clustering,53,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2281333333333333,0.1640278908480361,50,77,0.5,1.0,0.6666666666666666,10,10,1.0,1.0,1.0,1.0,1.0,1,1,0,48,0.0303234999882988,,0.0014122499851509,1.13777095801197,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.30875861169964,13.319754079255214,12.51809227431575,3.030275351728691,10.289478727526522,0,0,0.0,720.0,1440.0,undirected_nx_bidirectional_pyg,7.2,8.0,0.0361809,21.0,10.5,31.0,100.0,179.0,541.0,24.8611,0.95,10.0,5.0,0.029914,campaign_size_corrected_weak_n10_descriptor_clustering_seed53_20260611T123107_989a1af1,
fcgnn,101,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8953142857142857,0.4488686057556883,0,112,0.25,1.0,0.4,5,15,1.0,0.0,1.0,0.0,1.0,2,1,0,49,0.0303234999882988,0.0402365410118363,0.0026578750112093,1.1094801669823935,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.42486883296382,12.27271181481214,11.294034723481715,3.6404572909885378,8.632254523823603,0,0,0.0,763.0,1526.0,undirected_nx_bidirectional_pyg,7.63,5.0,0.03834171,14.0,7.0,22.0,93.0,75.0,688.0,9.8296,0.95,10.0,5.0,0.029954,campaign_size_corrected_strong_n5_fcgnn_seed101_20260611T122828_d22879ef,
local_ids,53,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8452571428571428,0.3808633279074157,0,97,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0350430000107735,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.03834100110936,11.878262152979875,10.868302437198343,4.0024813027791595,7.875780850200718,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n5_local_ids_seed53_20260611T122802_84e45227,0.0
standard_gnn,41,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.1848,0.1580798727285411,50,69,0.5,1.0,0.6666666666666666,10,10,1.0,1.0,1.0,1.0,1.0,1,1,0,10,0.0313692500349134,0.0308295419672504,0.0022143750102259,1.2109732499811798,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",12.473520986246406,12.47813860128402,11.761515312688548,2.617366397999746,9.860772203284274,0,0,0.0,705.0,1410.0,undirected_nx_bidirectional_pyg,7.05,8.5,0.03542714,17.0,8.5,30.0,100.0,161.0,544.0,22.8369,0.95,10.0,5.0,0.030841,campaign_size_corrected_weak_n10_standard_gnn_seed41_20260611T123103_e3aabf01,
fcgnn,37,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2020571428571428,0.0783426232845703,25,83,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,15,0.0302486669970676,0.0372653329977765,0.002356375043746,1.1134127089753747,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.122043213998053,12.151412612538005,11.405416240566282,1.7069595613117632,10.444453051226242,0,0,0.0,563.0,1126.0,undirected_nx_bidirectional_pyg,5.63,5.0,0.02829146,20.0,10.0,33.0,98.0,85.0,478.0,15.0977,0.95,10.0,5.0,0.029799,campaign_size_corrected_weak_n5_fcgnn_seed37_20260611T123014_508a5d1c,
fcgnn,97,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2269714285714285,0.0807123414715392,25,85,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,16,0.0291472499957308,0.0363931669853627,0.0020583749865181,1.1857542080106214,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.165109991387045,12.055579541933549,11.53161519640866,2.5406151971914266,9.514964344742122,0,0,0.0,610.0,1220.0,undirected_nx_bidirectional_pyg,6.1,6.0,0.03065327,21.0,10.5,35.0,80.0,88.0,522.0,14.4262,0.95,10.0,5.0,0.028697,campaign_size_corrected_weak_n5_fcgnn_seed97_20260611T123041_d0670617,
standard_gnn,71,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2478947368421052,0.034460707147154,10,99,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0325327919563278,0.0318747920100577,0.0016267910250462,1.0873769170138985,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",9.852656863554136,9.911616656131978,9.090831562128855,1.998754313469808,7.912862342662169,0,0,0.0,436.0,872.0,undirected_nx_bidirectional_pyg,4.36,4.0,0.02190955,16.0,8.0,27.0,129.0,46.0,390.0,10.5505,0.95,10.0,5.0,0.032137,campaign_size_corrected_weak_n2_standard_gnn_seed71_20260611T122945_3639344c,
standard_gnn,101,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8169333333333334,0.47743010930267,0,94,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,47,0.0340353340143337,0.0398260000511072,0.0026439590146765,1.26064683299046,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.26824729506689,201.01082216419456,200.2153431523235,94.87813908137252,106.13268308282204,0,0,0.0,1017.0,2034.0,undirected_nx_bidirectional_pyg,10.17,12.0,0.05110553,16.0,8.0,22.0,100.0,172.0,845.0,16.9125,0.95,10.0,5.0,0.033597,campaign_size_corrected_strong_n10_standard_gnn_seed101_20260611T122914_091886f7,
local_ids,83,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.8689473684210527,0.304183487140822,0,96,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.012319708999712,campaign_size_corrected,strong,2,20,200,10,200,2,"Chevrolet=1,Hyundai=1",14.228530883306508,13.964095052061104,13.005793319912932,0.9273654322362308,13.036729619824872,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n2_local_ids_seed83_20260611T122730_e40aeda5,0.0
standard_gnn,37,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8400000000000001,0.3815299419108788,0,85,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,13,0.0311808330006897,0.0311726660002022,0.0021907080081291,1.1166810410213657,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.104108558035378,11.984887191641633,10.956331543477033,3.8892416785949986,8.095645513046634,0,0,0.0,662.0,1324.0,undirected_nx_bidirectional_pyg,6.62,5.0,0.03326633,25.0,12.5,34.0,87.0,145.0,517.0,21.9033,0.95,10.0,5.0,0.030787,campaign_size_corrected_strong_n5_standard_gnn_seed37_20260611T122755_02b5d622,
local_ids,23,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.7806666666666666,0.4688946008467045,0,69,0.5,1.0,0.6666666666666666,10,10,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.096442875044886,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.2601454767049,200.98427056425655,200.48605009406367,95.66932533260903,105.31494523164751,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n10_local_ids_seed23_20260611T122834_55b7e2b6,0.0
local_ids,67,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.7909714285714287,0.3345779998719629,0,80,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.1307508750469424,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",13.991849981078678,13.85806244998428,13.113195093133218,5.448970454296258,8.409091995688023,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n5_local_ids_seed67_20260611T122806_c6a68ac7,0.0
descriptor_clustering,37,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8400000000000001,0.3815299419108788,0,85,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,19,0.0323082500253804,,0.0016980840009637,1.085808374977205,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.104108558035378,11.984887191641633,10.956331543477033,3.8892416785949986,8.095645513046634,0,0,0.0,662.0,1324.0,undirected_nx_bidirectional_pyg,6.62,5.0,0.03326633,25.0,12.5,34.0,87.0,145.0,517.0,21.9033,0.95,10.0,5.0,0.031882,campaign_size_corrected_strong_n5_descriptor_clustering_seed37_20260611T122754_dc4bf5c9,
descriptor_clustering,41,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2229714285714286,0.0800098036781481,25,89,0.25,1.0,0.4,5,15,1.0,0.0,1.0,0.0,1.0,3,1,0,51,0.0313006250071339,,0.0013634589849971,1.0924311249982566,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",10.811360036700355,10.805438114719262,10.05771141336665,1.5331207362750596,9.272317378444203,0,0,0.0,597.0,1194.0,undirected_nx_bidirectional_pyg,5.97,5.5,0.03,17.0,8.5,29.0,50.0,92.0,505.0,15.4104,0.95,10.0,5.0,0.030926,campaign_size_corrected_weak_n5_descriptor_clustering_seed41_20260611T123016_0f2da345,
fcgnn,53,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2281333333333333,0.1640278908480361,50,77,0.5,1.0,0.6666666666666666,10,10,1.0,1.0,1.0,1.0,1.0,1,1,0,25,0.0373616659780964,0.0373157080030068,0.0022271249908953,1.3360497920075431,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.30875861169964,13.319754079255214,12.51809227431575,3.030275351728691,10.289478727526522,0,0,0.0,720.0,1440.0,undirected_nx_bidirectional_pyg,7.2,8.0,0.0361809,21.0,10.5,31.0,100.0,179.0,541.0,24.8611,0.95,10.0,5.0,0.036975,campaign_size_corrected_weak_n10_fcgnn_seed53_20260611T123109_79357b1f,
local_ids,41,campaign_size_corrected_strong,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.821578947368421,0.160685344067697,0,115,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0068280409905128,campaign_size_corrected,strong,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.658437656972271,10.688848146330953,9.815711322621578,2.0572420854072044,8.631606060923747,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n2_local_ids_seed41_20260611T122713_e5df9e36,0.0
local_ids,11,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2553142857142857,0.0840237284465641,25,96,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.1316074999631385,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",11.509406597816447,11.47920173848584,10.79184717755024,1.7969597561986288,9.682241982287213,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n5_local_ids_seed11_20260611T123001_08dfa619,0.0
local_ids,101,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8953142857142857,0.4488686057556883,0,112,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0354343329672702,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.42486883296382,12.27271181481214,11.294034723481715,3.6404572909885378,8.632254523823603,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n5_local_ids_seed101_20260611T122824_3f5f9ac7,0.0
descriptor_clustering,23,campaign_size_corrected_weak,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.2316666666666666,0.1659103562038741,50,65,0.5,1.0,0.6666666666666666,10,10,1.0,1.0,1.0,1.0,1.0,1,1,0,51,0.0306532499962486,,0.0014967910246923,1.203910749987699,campaign_size_corrected,weak,2,20,200,10,200,10,"Hyundai=5,Kia=5",13.117818312680438,13.118152962657916,12.457697601395758,3.0723765800507903,10.045776382607125,0,0,0.0,663.0,1326.0,undirected_nx_bidirectional_pyg,6.63,7.0,0.03331658,22.0,11.0,33.0,100.0,174.0,489.0,26.2443,0.95,10.0,5.0,0.030233,campaign_size_corrected_weak_n10_descriptor_clustering_seed23_20260611T123053_7f316e11,
descriptor_clustering,67,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.7859333333333334,0.4749787527580166,0,67,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,3,1,0,107,0.0323738339939154,,0.0015325000276789,1.1338639589957893,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.0660270140113,200.96278198606183,200.1894433707207,95.82356819067368,105.1392137953882,0,0,0.0,996.0,1992.0,undirected_nx_bidirectional_pyg,9.96,11.5,0.05005025,11.0,5.5,17.0,100.0,194.0,802.0,19.4779,0.95,10.0,5.0,0.031986,campaign_size_corrected_strong_n10_descriptor_clustering_seed67_20260611T122854_0b5b6035,
descriptor_clustering,11,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2221052631578947,0.0335479721137107,10,105,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0302173750242218,,0.0014715840225107,1.0454417080036364,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.228042721977316,10.281975245026306,9.514143206496636,-0.9309420575739384,11.212917302600244,0,0,0.0,473.0,946.0,undirected_nx_bidirectional_pyg,4.73,4.0,0.02376884,28.0,14.0,39.0,124.0,52.0,421.0,10.9937,0.95,10.0,5.0,0.029767,campaign_size_corrected_weak_n2_descriptor_clustering_seed11_20260611T122918_569cdd51,
local_ids,83,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8670857142857142,0.4103823791529119,0,102,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.1012788329971954,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.37207707440465,12.194986777442708,11.313948233498088,4.355681650124297,7.83930512731841,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_strong_n5_local_ids_seed83_20260611T122815_14a435d8,0.0
standard_gnn,67,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.7909714285714287,0.3345779998719629,0,80,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0298762919846922,0.0338004169752821,0.0014184999745339,1.1199082500534132,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",13.991849981078678,13.85806244998428,13.113195093133218,5.448970454296258,8.409091995688023,0,0,0.0,713.0,1426.0,undirected_nx_bidirectional_pyg,7.13,6.0,0.03582915,14.0,7.0,22.0,65.0,126.0,587.0,17.6718,0.95,10.0,5.0,0.029508,campaign_size_corrected_strong_n5_standard_gnn_seed67_20260611T122809_2120fd2e,
fcgnn,67,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.7909714285714287,0.3345779998719629,0,80,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,17,0.0312153749982826,0.0406130419578403,0.0023863749811425,1.1094021250028163,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",13.991849981078678,13.85806244998428,13.113195093133218,5.448970454296258,8.409091995688023,0,0,0.0,713.0,1426.0,undirected_nx_bidirectional_pyg,7.13,6.0,0.03582915,14.0,7.0,22.0,65.0,126.0,587.0,17.6718,0.95,10.0,5.0,0.030844,campaign_size_corrected_strong_n5_fcgnn_seed67_20260611T122810_c99356ea,
descriptor_clustering,83,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.1463157894736842,0.0311216467568626,10,96,0.1,1.0,0.1818181818181818,2,18,1.0,1.0,1.0,1.0,1.0,1,1,0,14,0.0289270000066608,,0.0013749579666182,1.0708518330357035,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",10.147123873492228,10.123857958274924,9.027071171201818,1.8417917028379984,8.282066255436925,0,0,0.0,518.0,1036.0,undirected_nx_bidirectional_pyg,5.18,5.0,0.02603015,18.0,9.0,29.0,129.0,52.0,466.0,10.0386,0.95,10.0,5.0,0.028564,campaign_size_corrected_weak_n2_descriptor_clustering_seed83_20260611T122949_aca6f961,
descriptor_clustering,97,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8853714285714286,0.4926133899281171,0,103,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0305944579886272,,0.0013652499765157,1.0778343330021016,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.36397362373416,12.16833359559689,11.380717555787903,4.289940539336535,7.878393056260355,0,0,0.0,721.0,1442.0,undirected_nx_bidirectional_pyg,7.21,5.0,0.03623116,10.0,5.0,23.0,58.0,83.0,638.0,11.5118,0.95,10.0,5.0,0.030219,campaign_size_corrected_strong_n5_descriptor_clustering_seed97_20260611T122821_8b74d61b,
local_ids,53,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2454857142857143,0.0819944654740873,25,94,0.25,1.0,0.4,5,15,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,,,1.0397265420178885,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",13.238127259113469,13.214908639168645,12.500384868188746,1.8064680935622277,11.408440545606416,0,0,0.0,,,,,,,,,,,,,,,,,,campaign_size_corrected_weak_n5_local_ids_seed53_20260611T123019_f331ce37,0.0
standard_gnn,11,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8749714285714286,0.4247126117425795,0,98,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,11,0.0327317080227658,0.0338562079705297,0.0030624170321971,1.1238425000337884,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.197488820795687,12.11701145654036,11.3509526349948,3.947597029741532,8.169414426798827,0,0,0.0,672.0,1344.0,undirected_nx_bidirectional_pyg,6.72,5.0,0.03376884,26.0,13.0,33.0,112.0,140.0,532.0,20.8333,0.95,10.0,5.0,0.032335,campaign_size_corrected_strong_n5_standard_gnn_seed11_20260611T122746_46f80b3a,
standard_gnn,37,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.7941333333333334,0.4738805763448731,0,76,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,24,0.0308655829867348,0.039284041034989,0.0024112079991027,1.2245311660226434,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",200.90739431389335,200.77605408684744,199.80884549124784,93.86608716770375,106.90996691914368,0,0,0.0,925.0,1850.0,undirected_nx_bidirectional_pyg,9.25,11.0,0.04648241,23.0,11.5,35.0,100.0,211.0,714.0,22.8108,0.95,10.0,5.0,0.030476,campaign_size_corrected_strong_n10_standard_gnn_seed37_20260611T122841_3f5753fb,
standard_gnn,83,campaign_size_corrected_weak,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.2187428571428571,0.0797369465209327,25,85,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,12,0.0302574589732103,0.0304887090460397,0.0020952500053681,1.150255291024223,campaign_size_corrected,weak,2,20,200,10,200,5,"Hyundai=3,Kia=2",12.36218445469922,12.362272021498612,11.52454902048306,1.671054650727764,10.69121737077085,0,0,0.0,614.0,1228.0,undirected_nx_bidirectional_pyg,6.14,6.0,0.03085427,15.0,7.5,26.0,109.0,98.0,516.0,15.9609,0.95,10.0,5.0,0.029878,campaign_size_corrected_weak_n5_standard_gnn_seed83_20260611T123035_331df0ff,
standard_gnn,53,campaign_size_corrected_strong,10,1.0,10,10,0,0,0.25,1.0,0.4,1.0,0.0,0.8221333333333334,0.4964392413962396,0,84,0.5,1.0,0.6666666666666666,10,10,1.0,0.0,1.0,0.0,1.0,2,1,0,34,0.0335350420209579,0.0401288330322131,0.003121708985418,1.186745917017106,campaign_size_corrected,strong,3,20,200,10,200,10,"Chevrolet=3,Hyundai=4,Kia=3",201.1815705228839,201.05420110897157,199.9850604883173,95.5217945436035,105.53240656536806,0,0,0.0,987.0,1974.0,undirected_nx_bidirectional_pyg,9.87,11.5,0.04959799,17.0,8.5,25.0,100.0,231.0,756.0,23.4043,0.95,10.0,5.0,0.033081,campaign_size_corrected_strong_n10_standard_gnn_seed53_20260611T122850_3ec9bdda,
descriptor_clustering,23,campaign_size_corrected_strong,5,1.0,5,15,0,0,0.125,1.0,0.2222222222222222,1.0,0.0,0.8300571428571428,0.3896175445821414,0,93,0.25,1.0,0.4,5,15,1.0,1.0,1.0,1.0,1.0,1,1,0,14,0.0307661659899167,,0.0014811669825576,1.0869073339854367,campaign_size_corrected,strong,3,20,200,10,200,5,"Chevrolet=1,Hyundai=2,Kia=2",12.204286246662654,11.799374863790064,11.32477965291932,4.3756830974515335,7.42369176633853,0,0,0.0,730.0,1460.0,undirected_nx_bidirectional_pyg,7.3,6.0,0.03668342,17.0,8.5,30.0,78.0,72.0,658.0,9.863,0.95,10.0,5.0,0.030375,campaign_size_corrected_strong_n5_descriptor_clustering_seed23_20260611T122749_a3dddc76,
standard_gnn,53,campaign_size_corrected_weak,2,1.0,2,18,0,0,0.05,1.0,0.0952380952380952,1.0,0.0,0.2136842105263157,0.0330705357870486,10,106,0.1,1.0,0.1818181818181818,2,18,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0286670830100774,0.0321237909956835,0.0014473749906755,1.1346425829688087,campaign_size_corrected,weak,2,20,200,10,200,2,"Hyundai=1,Kia=1",12.298829153860158,12.195079160523823,11.167675578252236,1.1695601455029252,11.0255190150209,0,0,0.0,467.0,934.0,undirected_nx_bidirectional_pyg,4.67,4.5,0.02346734,19.0,9.5,28.0,114.0,47.0,420.0,10.0642,0.95,10.0,5.0,0.028317,campaign_size_corrected_weak_n2_standard_gnn_seed53_20260611T122937_012c6217,
